"id","V","A","D","stdV","stdA","stdD","N"
"easy_money_10130_10260","2.4","3.4","3.2","0.8","0.49","0.4","5"
"easy_money_10261_10339","3.0","3.33","3.33","0.0","0.47","0.47","3"
"easy_money_1035_1073","3.0","2.6","3.0","0.0","0.49","0.0","5"
"easy_money_10350_10361","3.0","3.6","3.0","0.0","0.49","0.0","5"
"easy_money_10424_10432","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_10433_10446","3.0","3.0","2.8","0.63","0.63","0.4","5"
"easy_money_10447_10528","3.0","3.2","3.0","0.0","0.4","0.0","5"
"easy_money_10529_10588","3.0","3.0","3.2","0.0","0.0","0.4","5"
"easy_money_10589_10651","4.0","3.5","3.0","1.0","0.5","0.0","2"
"easy_money_10663_10668","3.2","2.8","3.0","0.4","0.98","0.0","5"
"easy_money_10670_10686","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_10687_10729","2.2","3.0","3.2","0.4","0.63","0.4","5"
"easy_money_10740_10765","3.0","2.6","3.2","0.0","0.8","0.4","5"
"easy_money_10767_10821","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_10822_10966","2.4","4.0","2.8","0.8","0.89","0.98","5"
"easy_money_1085_1117","3.0","2.5","3.0","0.0","0.5","0.0","4"
"easy_money_10976_11123","3.0","2.75","3.0","0.0","0.43","0.0","4"
"easy_money_11124_11293","2.4","3.4","2.8","0.49","0.49","0.4","5"
"easy_money_1119_1211","3.4","3.2","3.0","0.49","0.4","0.0","5"
"easy_money_11294_11394","2.0","4.0","2.4","0.63","1.1","1.02","5"
"easy_money_11395_11503","3.0","2.6","3.0","0.0","0.49","0.0","5"
"easy_money_11504_11518","3.0","2.6","3.0","0.0","0.8","0.0","5"
"easy_money_11519_11596","3.0","3.0","2.8","0.89","0.0","0.4","5"
"easy_money_11598_11632","3.0","3.4","3.4","0.0","0.8","0.49","5"
"easy_money_11643_11753","3.2","2.8","3.0","0.4","0.4","0.0","5"
"easy_money_11754_11881","2.8","3.4","2.6","0.75","0.49","0.8","5"
"easy_money_11883_11897","3.2","2.6","3.0","0.4","0.49","0.0","5"
"easy_money_11908_11921","3.2","3.2","3.4","0.4","0.4","0.49","5"
"easy_money_11931_11998","3.0","3.2","3.4","0.0","0.4","0.49","5"
"easy_money_12000_12039","3.0","2.6","3.0","0.0","0.49","0.0","5"
"easy_money_12051_12182","3.0","2.75","3.0","0.0","0.43","0.0","4"
"easy_money_1213_1283","3.0","2.2","3.0","0.0","0.75","0.0","5"
"easy_money_12183_12228","3.0","2.6","2.6","0.0","0.49","0.8","5"
"easy_money_12229_12347","2.6","3.0","3.2","0.49","0.63","0.4","5"
"easy_money_12348_12391","3.4","3.6","3.6","0.49","0.49","0.49","5"
"easy_money_12393_12463","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_12464_12575","3.2","3.0","3.2","0.4","0.0","0.4","5"
"easy_money_12576_12637","3.0","2.4","2.6","0.0","0.49","0.49","5"
"easy_money_12647_12678","2.8","3.0","2.8","0.4","0.63","0.4","5"
"easy_money_12680_12689","3.0","3.0","3.0","0.0","0.0","0.0","3"
"easy_money_12701_12792","3.2","3.6","2.8","0.75","0.49","0.4","5"
"easy_money_12794_12835","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_12836_12866","3.2","2.8","3.2","0.4","0.4","0.4","5"
"easy_money_1285_1350","3.0","3.8","2.8","0.0","0.4","0.4","5"
"easy_money_12878_12911","3.0","3.2","3.0","0.0","0.4","0.0","5"
"easy_money_12912_12929","2.8","3.0","2.8","0.4","0.0","0.4","5"
"easy_money_12941_13009","2.67","3.17","3.17","0.47","0.37","0.37","6"
"easy_money_130_239","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_13010_13069","3.0","3.0","3.2","0.63","0.63","0.4","5"
"easy_money_13070_13116","2.83","3.17","2.67","0.37","0.9","0.75","6"
"easy_money_13127_13160","3.0","2.83","3.0","0.0","0.37","0.0","6"
"easy_money_13162_13190","3.0","2.75","3.25","0.0","0.43","0.43","4"
"easy_money_13267_13290","3.0","3.2","2.8","0.0","0.4","0.4","5"
"easy_money_13291_13358","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_13360_13422","3.0","3.2","3.0","0.0","0.4","0.0","5"
"easy_money_13434_13458","3.4","3.6","3.2","0.49","0.49","0.4","5"
"easy_money_13459_13514","2.5","2.5","2.5","0.5","0.5","0.5","2"
"easy_money_13516_13613","2.8","3.4","3.0","0.4","0.49","0.63","5"
"easy_money_1352_1378","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_13623_13705","1.6","4.0","3.8","0.49","0.89","0.98","5"
"easy_money_13624_13628","2.6","2.8","2.6","0.49","0.4","0.49","5"
"easy_money_13706_13762","3.0","3.0","3.2","0.0","0.0","0.4","5"
"easy_money_13763_13838","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_13839_13920","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_1390_1395","3.0","3.0","2.8","0.0","0.63","0.4","5"
"easy_money_13921_13995","3.0","3.4","3.4","0.0","0.8","0.8","5"
"easy_money_1397_1468","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_13996_14058","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_14059_14141","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_14142_14201","2.4","3.2","2.4","0.49","0.75","0.49","5"
"easy_money_14203_14226","2.8","3.2","3.0","0.4","0.4","0.63","5"
"easy_money_14228_14310","3.4","3.0","3.2","0.49","0.63","0.4","5"
"easy_money_14320_14433","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_14443_14493","3.2","3.0","3.0","0.4","0.0","0.0","5"
"easy_money_14494_14549","2.4","3.0","2.8","0.8","0.0","0.4","5"
"easy_money_14550_14673","3.0","3.2","3.0","0.63","0.4","0.63","5"
"easy_money_14674_14785","2.75","3.25","3.25","0.43","0.43","0.43","4"
"easy_money_1469_1497","2.4","2.8","3.2","0.49","0.75","0.4","5"
"easy_money_14786_14877","3.2","3.0","3.0","0.4","0.0","0.0","5"
"easy_money_14878_14943","2.8","2.4","2.6","0.4","0.49","0.49","5"
"easy_money_14944_14984","3.0","3.2","3.2","0.63","0.4","0.4","5"
"easy_money_1498_1538","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_14994_15070","3.2","3.4","3.0","0.4","0.49","0.0","5"
"easy_money_15071_15112","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_15113_15166","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_15167_15281","2.8","3.0","3.0","0.4","0.89","0.63","5"
"easy_money_15282_15381","2.8","3.4","3.4","0.4","0.49","0.49","5"
"easy_money_15382_15465","1.8","3.2","2.2","0.75","0.98","0.75","5"
"easy_money_1539_1575","2.8","3.4","4.0","0.75","0.49","0.63","5"
"easy_money_15466_15528","2.33","3.0","2.33","0.47","0.0","0.47","3"
"easy_money_15529_15630","2.8","3.6","3.0","0.4","0.49","0.63","5"
"easy_money_15711_15724","3.2","3.6","2.6","0.75","0.49","0.49","5"
"easy_money_15725_15739","2.8","3.2","3.0","0.4","0.4","0.63","5"
"easy_money_1576_1637","2.5","2.5","3.0","0.5","0.5","0.71","4"
"easy_money_1638_1690","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_1691_1825","3.0","3.4","3.0","0.0","0.49","0.63","5"
"easy_money_1837_1849","3.0","3.0","3.0","0.0","0.63","0.0","5"
"easy_money_1852_1925","2.33","2.33","2.67","0.47","0.47","0.47","3"
"easy_money_1936_1944","3.0","3.2","3.6","0.0","0.4","0.8","5"
"easy_money_1946_1962","3.0","3.0","3.33","0.0","0.0","0.47","3"
"easy_money_1963_2039","2.67","2.67","3.0","0.47","0.47","0.82","3"
"easy_money_2041_2101","2.4","3.4","3.6","0.8","0.49","0.49","5"
"easy_money_2102_2138","2.4","3.4","2.6","0.8","0.49","0.49","5"
"easy_money_2139_2224","2.4","3.0","2.6","0.49","0.63","1.02","5"
"easy_money_2236_2242","3.4","3.2","3.4","0.49","0.4","0.49","5"
"easy_money_2243_2249","3.2","3.0","3.2","0.4","0.0","0.4","5"
"easy_money_2250_2256","2.4","3.2","2.6","0.49","0.4","0.49","5"
"easy_money_2258_2347","2.5","2.67","2.67","0.5","0.47","0.47","6"
"easy_money_2349_2367","2.8","3.2","3.4","0.4","0.75","0.49","5"
"easy_money_2368_2516","3.0","3.33","4.0","0.0","0.47","0.82","3"
"easy_money_240_287","3.6","3.2","3.2","0.49","0.4","0.4","5"
"easy_money_2527_2608","2.6","3.4","2.8","0.49","0.49","0.4","5"
"easy_money_2618_2683","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_2685_2728","3.2","3.2","3.2","0.4","0.4","0.4","5"
"easy_money_2739_2752","3.0","3.0","3.0","0.0","0.0","0.0","4"
"easy_money_2753_2785","2.8","3.2","3.2","0.4","0.4","0.4","5"
"easy_money_2786_2835","2.5","3.0","3.0","0.5","0.0","0.0","2"
"easy_money_2837_2895","3.0","3.0","3.2","0.0","0.0","0.4","5"
"easy_money_288_327","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_2907_2939","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_2951_2964","3.0","2.8","3.0","0.0","0.98","0.0","5"
"easy_money_2966_3016","2.8","2.8","3.6","0.4","0.4","0.8","5"
"easy_money_3018_3030","3.0","2.8","3.0","0.0","0.98","0.0","5"
"easy_money_3090_3156","3.0","2.75","3.5","0.71","0.43","0.5","4"
"easy_money_3158_3178","3.2","2.8","3.2","0.4","0.4","0.4","5"
"easy_money_3179_3205","3.0","3.0","3.2","0.0","0.0","0.4","5"
"easy_money_3216_3397","2.8","3.2","2.8","0.4","0.75","0.4","5"
"easy_money_328_425","3.4","3.6","3.4","0.49","0.49","0.49","5"
"easy_money_3398_3496","3.0","2.8","3.2","0.0","0.4","0.4","5"
"easy_money_3497_3625","3.2","3.2","3.2","0.4","0.4","0.4","5"
"easy_money_3626_3667","3.4","3.4","3.4","0.49","0.49","0.49","5"
"easy_money_3668_3726","3.8","3.6","3.4","0.75","0.49","0.49","5"
"easy_money_3727_3752","4.2","3.2","3.6","0.4","0.75","0.8","5"
"easy_money_3754_3759","3.0","2.4","3.0","0.0","0.8","0.0","5"
"easy_money_3760_3778","3.0","2.67","3.67","0.0","0.47","0.47","3"
"easy_money_3788_3850","3.0","2.6","3.0","0.0","0.8","0.0","5"
"easy_money_3851_4001","3.0","3.2","3.0","0.0","0.4","0.0","5"
"easy_money_4002_4130","2.8","2.4","2.4","0.4","0.8","0.8","5"
"easy_money_4141_4176","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_4177_4267","3.2","3.6","3.0","0.4","0.49","0.0","5"
"easy_money_426_499","3.25","3.0","3.5","0.43","0.71","0.5","4"
"easy_money_4269_4401","3.2","2.6","3.0","0.4","0.49","0.0","5"
"easy_money_4402_4559","3.0","3.0","3.0","0.0","0.0","0.0","3"
"easy_money_4560_4630","2.6","2.8","2.8","0.49","0.4","0.4","5"
"easy_money_4631_4675","3.2","3.4","3.2","0.98","0.49","0.4","5"
"easy_money_4719_4764","3.0","2.8","2.8","0.0","0.4","0.4","5"
"easy_money_4765_5078","2.6","3.4","2.8","0.49","0.49","0.4","5"
"easy_money_500_518","3.2","2.6","2.8","0.4","0.8","0.4","5"
"easy_money_5079_5154","2.2","3.0","3.0","0.75","0.0","1.1","5"
"easy_money_5155_5248","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_5249_5304","2.8","3.0","3.2","0.4","0.63","0.4","5"
"easy_money_529_554","3.8","2.8","3.2","0.4","0.75","0.4","5"
"easy_money_5306_5417","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_5418_5513","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_5514_5754","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_556_635","3.0","2.67","3.0","0.0","0.47","0.0","3"
"easy_money_5756_5901","3.2","3.0","3.0","0.4","0.63","0.0","5"
"easy_money_5903_5972","3.8","3.6","3.4","0.4","0.49","0.49","5"
"easy_money_5974_6004","3.2","2.8","3.4","0.4","0.4","0.8","5"
"easy_money_6005_6119","3.6","3.6","3.2","1.02","0.49","0.4","5"
"easy_money_6131_6170","3.4","3.2","3.0","0.49","0.75","0.63","5"
"easy_money_6172_6218","2.6","3.0","3.0","0.49","0.63","0.0","5"
"easy_money_6219_6253","2.2","3.0","2.8","0.4","0.0","0.4","5"
"easy_money_6254_6342","1.6","3.8","2.4","0.49","0.4","1.02","5"
"easy_money_6353_6445","2.67","3.0","3.0","0.47","0.0","0.82","3"
"easy_money_636_675","2.6","2.8","2.8","0.49","0.4","0.4","5"
"easy_money_6447_6496","3.0","3.2","3.0","0.0","0.4","0.0","5"
"easy_money_6497_6546","3.8","3.6","2.8","0.98","0.8","0.4","5"
"easy_money_65_129","3.4","3.0","3.2","0.49","0.63","0.4","5"
"easy_money_6556_6680","2.4","3.2","2.6","0.49","0.4","1.02","5"
"easy_money_6690_6713","3.0","3.0","2.8","0.0","0.0","0.4","5"
"easy_money_6714_6752","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_6753_6831","3.2","2.6","3.2","0.4","0.8","0.4","5"
"easy_money_676_793","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_6832_6932","2.8","2.8","2.6","0.4","0.4","0.49","5"
"easy_money_6933_6988","2.6","2.8","2.8","0.49","0.4","0.4","5"
"easy_money_6989_7073","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_7074_7169","2.6","3.2","2.8","0.49","0.4","0.4","5"
"easy_money_7179_7331","2.6","2.8","3.0","0.49","0.4","0.0","5"
"easy_money_7332_7431","2.67","3.0","2.67","0.47","0.0","0.47","3"
"easy_money_7432_7470","3.0","2.4","3.0","0.0","0.8","0.0","5"
"easy_money_7471_7555","3.0","3.0","3.0","0.0","0.0","0.0","2"
"easy_money_7472_7482","3.4","3.4","3.4","0.49","0.8","0.49","5"
"easy_money_7556_7606","2.4","3.4","4.0","0.49","0.49","0.63","5"
"easy_money_7608_7684","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_7695_7749","2.8","2.8","2.6","0.4","0.4","0.8","5"
"easy_money_7696_7713","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_7759_7815","2.0","3.5","2.5","0.0","0.5","0.5","2"
"easy_money_7817_7828","3.2","2.8","3.2","0.4","0.98","0.4","5"
"easy_money_7829_7837","3.2","3.2","3.2","0.4","0.4","0.4","5"
"easy_money_7839_7875","3.0","3.0","3.33","0.0","0.0","0.47","3"
"easy_money_7876_7972","3.4","3.0","3.0","0.49","1.1","0.0","5"
"easy_money_794_895","3.0","2.6","3.0","0.0","0.8","0.0","5"
"easy_money_7974_8005","3.0","3.0","3.4","0.0","0.0","0.49","5"
"easy_money_8007_8079","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_8091_8098","3.0","3.0","2.6","0.0","0.0","0.49","5"
"easy_money_8100_8193","2.8","3.4","2.6","0.4","0.49","0.49","5"
"easy_money_8220_8246","3.2","3.0","3.2","0.4","0.63","0.4","5"
"easy_money_8248_8294","3.0","2.8","3.0","0.0","0.4","0.0","5"
"easy_money_8296_8324","3.0","3.0","3.5","0.0","0.0","0.5","2"
"easy_money_8325_8398","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_8399_8457","3.0","3.2","3.2","0.0","0.4","0.4","5"
"easy_money_8459_8601","2.6","3.2","3.0","0.49","0.4","0.0","5"
"easy_money_8603_8682","3.0","2.8","3.2","0.0","0.4","0.4","5"
"easy_money_8683_8713","3.4","2.6","3.2","0.49","1.02","0.4","5"
"easy_money_8724_8775","3.2","3.2","3.2","0.4","0.75","0.4","5"
"easy_money_8725_8734","3.0","2.4","3.0","0.0","0.8","0.0","5"
"easy_money_8786_8790","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_8791_8857","3.0","2.2","2.6","0.0","0.98","0.49","5"
"easy_money_8858_8922","3.6","3.2","3.0","0.8","0.4","0.0","5"
"easy_money_8923_8937","2.75","3.5","3.75","0.43","0.87","0.83","4"
"easy_money_8939_8992","3.6","3.2","3.0","0.49","0.4","0.0","5"
"easy_money_896_957","3.0","2.4","3.0","0.0","0.49","0.0","5"
"easy_money_9002_9152","1.83","3.5","3.0","0.37","0.96","1.15","6"
"easy_money_9153_9249","3.2","3.0","3.0","0.4","0.63","0.63","5"
"easy_money_9250_9295","3.0","3.0","3.0","0.0","0.0","0.0","5"
"easy_money_9296_9414","2.0","3.8","2.6","0.0","0.4","0.49","5"
"easy_money_9424_9480","3.2","3.2","3.2","0.4","0.4","0.4","5"
"easy_money_9481_9606","3.25","3.0","3.25","0.43","0.71","0.43","4"
"easy_money_9607_9682","3.0","2.6","2.6","0.0","0.49","0.8","5"
"easy_money_968_1033","3.33","2.67","3.67","0.47","0.47","0.47","3"
"easy_money_9683_9729","2.2","2.2","2.6","0.4","0.4","1.02","5"
"easy_money_9730_9882","2.2","3.0","3.0","0.4","0.63","0.63","5"
"easy_money_9883_9898","2.2","3.6","2.6","0.4","0.8","0.49","5"
"Fermentation_Eminent-Domain_10098_10200","3.0","3.0","3.0","0.0","0.0","0.0","3"
"Fermentation_Eminent-Domain_10201_10269","3.0","3.0","3.0","1.26","0.0","0.0","5"
"Fermentation_Eminent-Domain_10303_10323","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Fermentation_Eminent-Domain_10324_10456","3.0","3.0","3.0","0.63","0.63","0.63","5"
"Fermentation_Eminent-Domain_10457_10613","3.0","3.0","3.0","0.0","0.0","0.0","3"
"Fermentation_Eminent-Domain_10614_10745","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Fermentation_Eminent-Domain_1064_1099","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Fermentation_Eminent-Domain_10746_10824","3.0","3.0","3.0","0.0","0.0","0.63","5"
"Fermentation_Eminent-Domain_10827_11013","2.5","2.5","3.5","0.5","0.5","0.5","2"
"Fermentation_Eminent-Domain_1101_1310","3.0","2.8","3.0","0.0","0.4","0.63","5"
"Fermentation_Eminent-Domain_11014_11221","3.0","2.0","3.0","0.0","1.0","0.0","2"
"Fermentation_Eminent-Domain_11222_11318","3.33","2.5","3.33","0.75","0.76","0.75","6"
"Fermentation_Eminent-Domain_11355_11375","3.0","3.2","3.2","0.0","0.98","0.4","5"
"Fermentation_Eminent-Domain_11376_11484","2.8","3.0","3.0","0.4","0.0","0.63","5"
"Fermentation_Eminent-Domain_11613_11628","2.8","2.8","2.8","0.4","0.75","0.4","5"
"Fermentation_Eminent-Domain_11629_12005","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Fermentation_Eminent-Domain_12009_12120","2.8","3.0","3.2","0.4","0.0","0.4","5"
"Fermentation_Eminent-Domain_12123_12214","2.33","3.33","2.67","0.94","0.47","0.47","3"
"Fermentation_Eminent-Domain_12251_12269","3.0","2.67","3.33","0.0","0.47","0.47","3"
"Fermentation_Eminent-Domain_12271_12389","3.0","2.75","3.0","0.0","0.43","0.0","4"
"Fermentation_Eminent-Domain_12390_12529","2.8","2.8","3.2","0.4","0.4","0.4","5"
"Fermentation_Eminent-Domain_12530_12656","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Fermentation_Eminent-Domain_12659_12731","2.67","3.33","3.67","0.47","0.47","0.47","3"
"Fermentation_Eminent-Domain_12733_12922","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Fermentation_Eminent-Domain_12925_13147","2.2","3.2","3.0","0.4","0.4","0.63","5"
"Fermentation_Eminent-Domain_1311_1383","2.4","2.8","2.8","0.49","0.4","0.4","5"
"Fermentation_Eminent-Domain_13150_13302","4.0","3.4","3.4","0.89","0.8","0.8","5"
"Fermentation_Eminent-Domain_13303_13449","3.0","3.0","3.33","0.0","0.0","0.47","3"
"Fermentation_Eminent-Domain_13452_13557","2.8","2.6","3.0","0.75","0.8","0.0","5"
"Fermentation_Eminent-Domain_13560_13689","2.4","2.8","2.6","0.49","0.4","0.49","5"
"Fermentation_Eminent-Domain_13690_13882","3.2","3.2","2.8","0.4","0.4","0.4","5"
"Fermentation_Eminent-Domain_1384_1752","2.8","3.2","3.4","0.4","0.4","0.49","5"
"Fermentation_Eminent-Domain_13883_13970","4.0","3.6","3.4","0.0","0.49","0.49","5"
"Fermentation_Eminent-Domain_13973_14063","3.4","3.0","3.2","0.49","0.0","0.4","5"
"Fermentation_Eminent-Domain_14064_14084","3.2","2.2","2.8","0.4","0.4","0.4","5"
"Fermentation_Eminent-Domain_14085_14112","3.25","2.75","3.0","0.43","0.43","0.0","4"
"Fermentation_Eminent-Domain_14113_14162","3.67","2.67","3.0","0.94","0.47","0.0","3"
"Fermentation_Eminent-Domain_14165_14315","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Fermentation_Eminent-Domain_1754_1768","3.4","3.4","3.6","0.49","0.49","0.49","5"
"Fermentation_Eminent-Domain_1769_2026","2.8","2.2","3.2","0.4","1.17","0.4","5"
"Fermentation_Eminent-Domain_2027_2412","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Fermentation_Eminent-Domain_2413_2562","3.2","3.0","3.2","0.4","0.0","0.4","5"
"Fermentation_Eminent-Domain_2563_2658","3.2","3.0","3.0","0.4","0.0","0.0","5"
"Fermentation_Eminent-Domain_2659_2897","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Fermentation_Eminent-Domain_2898_2968","3.33","3.33","3.33","0.47","0.47","0.47","3"
"Fermentation_Eminent-Domain_2969_3108","2.67","3.17","2.5","0.47","0.37","0.76","6"
"Fermentation_Eminent-Domain_3109_3235","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Fermentation_Eminent-Domain_3308_3492","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Fermentation_Eminent-Domain_348_547","2.6","3.2","3.2","0.8","0.4","0.4","5"
"Fermentation_Eminent-Domain_3493_3762","2.8","3.2","3.2","0.4","0.4","0.4","5"
"Fermentation_Eminent-Domain_3763_3960","3.0","2.8","2.8","0.0","0.4","0.4","5"
"Fermentation_Eminent-Domain_3961_4213","3.2","3.2","3.4","0.4","0.4","0.8","5"
"Fermentation_Eminent-Domain_42_93","2.2","3.2","3.0","0.98","0.4","0.63","5"
"Fermentation_Eminent-Domain_4213_4252","3.0","2.67","3.67","0.0","0.47","0.47","3"
"Fermentation_Eminent-Domain_4254_4436","2.0","3.6","2.6","0.89","0.8","0.8","5"
"Fermentation_Eminent-Domain_4441_4449","3.0","2.4","3.0","0.0","0.8","0.0","5"
"Fermentation_Eminent-Domain_4452_4472","3.0","2.8","3.2","0.0","0.4","0.4","5"
"Fermentation_Eminent-Domain_4473_4487","4.25","4.0","3.5","0.43","0.0","0.5","4"
"Fermentation_Eminent-Domain_4488_4526","3.6","3.4","3.6","0.49","0.8","0.49","5"
"Fermentation_Eminent-Domain_4527_4654","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Fermentation_Eminent-Domain_4655_4677","2.67","3.0","3.33","0.47","0.82","0.47","3"
"Fermentation_Eminent-Domain_4679_4858","3.4","3.4","3.4","0.49","0.49","0.49","5"
"Fermentation_Eminent-Domain_4859_4899","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Fermentation_Eminent-Domain_4904_4915","1.8","3.2","2.8","0.75","1.17","0.4","5"
"Fermentation_Eminent-Domain_4949_4969","3.2","2.4","3.2","0.4","0.8","0.4","5"
"Fermentation_Eminent-Domain_4970_5072","3.0","2.8","3.2","0.0","0.98","0.4","5"
"Fermentation_Eminent-Domain_5_38","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Fermentation_Eminent-Domain_5106_5124","3.0","3.0","2.8","0.0","0.0","0.4","5"
"Fermentation_Eminent-Domain_5129_5331","2.6","3.8","3.2","0.8","0.4","0.4","5"
"Fermentation_Eminent-Domain_5335_5348","3.2","3.0","3.4","0.4","0.0","0.49","5"
"Fermentation_Eminent-Domain_5349_5372","2.0","4.0","4.0","0.0","0.0","0.0","2"
"Fermentation_Eminent-Domain_5373_5437","2.6","2.8","2.6","0.49","0.4","0.49","5"
"Fermentation_Eminent-Domain_5438_5532","2.2","3.4","2.8","0.75","0.49","0.4","5"
"Fermentation_Eminent-Domain_548_595","2.4","3.2","3.0","0.8","0.4","0.0","5"
"Fermentation_Eminent-Domain_5533_5650","2.6","3.0","3.4","0.8","0.0","0.8","5"
"Fermentation_Eminent-Domain_5651_5655","2.2","2.6","3.2","0.75","0.8","0.4","5"
"Fermentation_Eminent-Domain_5658_5690","3.2","3.4","3.2","0.4","0.49","0.4","5"
"Fermentation_Eminent-Domain_5691_5859","2.8","3.0","3.0","0.4","0.63","0.0","5"
"Fermentation_Eminent-Domain_5862_6047","3.0","2.4","3.2","0.0","0.49","0.4","5"
"Fermentation_Eminent-Domain_596_731","3.0","2.8","3.2","0.0","0.98","0.4","5"
"Fermentation_Eminent-Domain_6050_6089","2.6","3.4","3.0","0.49","0.49","0.63","5"
"Fermentation_Eminent-Domain_6090_6159","3.0","2.6","2.6","0.0","0.49","0.49","5"
"Fermentation_Eminent-Domain_6160_6237","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Fermentation_Eminent-Domain_6240_6321","2.75","3.25","3.25","0.43","0.43","0.43","4"
"Fermentation_Eminent-Domain_6323_6373","2.0","4.0","4.0","1.0","1.0","1.0","2"
"Fermentation_Eminent-Domain_6374_6437","2.6","3.0","3.0","0.49","0.0","0.0","5"
"Fermentation_Eminent-Domain_6471_6492","3.0","2.4","3.0","0.0","0.8","0.0","5"
"Fermentation_Eminent-Domain_6493_6526","2.67","3.33","2.33","1.11","0.47","0.75","6"
"Fermentation_Eminent-Domain_6560_6580","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Fermentation_Eminent-Domain_6581_6659","3.2","2.8","3.2","0.4","0.4","0.4","5"
